learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
CFR_IN  -0.275102  -0.086231  5.27356e-16  1  -0.240169  -0.0365453  0.405033  -0.0511132  -0.207863  0.0578609  -0.175147  
A-CFR_IN  0.149307  0.416239  0.421571  5.89365e-16  0.106942  0.296049  0.0118512  0.512897  0.227066  0.289851  -0.115245  
BPS-CFR  0.0621297  0.0878336  0.313146  1  0  0.19382  0.277992  0.346585  0.0392495  0.0175527  -0.263612  
TIPS-CFR  0.307507  0.0964055  0.0327572  1  0.274409  9.57567e-16  0.440049  0.0223855  0.120979  -0.0507206  -0.134479  
CSPS-CFR  0.192252  0.151677  0.492278  1  0.170856  0.410708  -0.000329351  0.504577  0.00569866  -0.0410681  -0.245231  
CFPS-CFR  -0.274482  -0.0801001  0.00950329  1  -0.197823  -0.0271702  0.416216  4.57967e-16  -0.0184314  0.0971245  -0.174516  
CFPS-CFR_EX+IN  0.00813714  0.0301563  0.309374  1  -0.0327906  0.203732  0.286076  0.336573  2.22045e-16  -0.00917311  -0.280437  
TIPS-CFR_EX+IN  0.138864  0.177368  0.371233  1  0.0919573  0.264679  0.120125  0.390544  0.139315  1.11022e-16  -0.264295  
BEHAV-CFR  0.338426  0.134473  0.12005  1  0.407684  0.158067  0.582544  0.136361  0.108623  0.0600902  5.27356e-16  
BR  0.793657  0.86215  0.979536  1  0.797816  0.951469  1.00297  0.951636  0.865186  0.845599  0.962471  
t = 8
CFR  6.93889e-18  0.0284303  0.108884  1  -0.15099  -0.0446705  -0.0206721  -0.399674  -0.137648  0.00724791  0.691922  
CFR_EX+IN  -0.0101648  3.81639e-17  0.135023  1  -0.153274  0.00057344  -0.00359509  -0.392445  -0.155362  -0.0233655  0.681755  
CFR_IN  0.100638  -0.103186  3.747e-16  1  -0.0756464  -0.0804888  0.0457191  -0.201696  -0.129746  -0.0898945  0.230477  
A-CFR_IN  -0.0307505  0.160139  0.295383  1.30378e-15  -0.0473173  0.268283  0.25736  -0.402525  -0.0352332  0.0529919  0.972082  
BPS-CFR  0.0991885  0.211839  0.126646  1  3.46945e-18  0.0738417  0.167278  -0.399645  0.0373358  0.0547576  0.781376  
TIPS-CFR  0.493141  0.320712  0.0359638  1  0.369919  4.996e-16  0.150843  0.27646  0.286407  0.0226679  0.271242  
CSPS-CFR  0.566899  0.279322  0.0118169  1  0.434177  0.664644  -2.22875e-05  0.191478  0.258564  0.12604  0.656893  
CFPS-CFR  0.20134  0.0947465  0.0505637  1  0.0658381  -0.0243063  0.106837  4.71845e-16  0.0526167  0.00167279  0.214161  
