learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
A-CFR_IN  0.747196  0.128552  0.527887  0.121525  0.203626  0.914453  0.528273  1.42319  0.687119  0.234715  0.790621  
BPS-CFR  1.35595  1.61147  1.07609  0.214608  0.371397  0.797209  0.853507  1.07271  0.426671  0.329609  1.01855  
TIPS-CFR  0.457498  0.12029  0.471618  -0.201294  0.31232  0.60458  0.0205365  0.588739  0.815764  0.341193  0.63124  
CSPS-CFR  0.462384  0.282069  0.691208  -0.0457798  0.278655  1.07543  0.579072  0.838145  0.341983  0.239253  0.952621  
CFPS-CFR  0.373371  0.296324  0.643356  -0.454762  0.288961  0.620156  0.451691  0.630065  0.604325  0.591253  0.603752  
CFPS-CFR_EX+IN  0.889103  0.868647  0.651463  -0.0316926  0.360319  0.172985  0.230274  0.173458  0.34417  0.496926  0.390664  
TIPS-CFR_EX+IN  0.448544  1.02129  0.325524  0.219956  0.506159  0.277769  0.297629  0.168586  0.255791  0.529913  0.398724  
BEHAV-CFR  0.714732  0.368916  0.677674  0.116476  0.166299  0.53582  0.166044  0.590518  0.708251  0.397213  0.593844  
t = 11
CFR  0.44  0.590449  0.841235  0.138237  0.43108  0.665848  0.291242  0.901328  0.714042  0.660522  0.946588  
CFR_EX+IN  0.360938  0.908551  0.528845  0.457337  0.292527  0.553871  0.560587  0.64702  0.662935  0.895104  0.411323  
CFR_IN  0.357564  0.23013  0.729202  0.321322  0.264067  0.37261  0.394347  0.222577  0.237441  0.298723  0.166231  
A-CFR_IN  0.226111  -0.0756695  0.105685  0.104899  0.0468301  0.265603  0.355448  0.376093  0.27632  -0.138112  1.06234  
BPS-CFR  0.957869  1.24786  0.913228  0.414609  0.385182  0.903843  0.224699  0.904929  0.326456  0.516334  0.94037  
TIPS-CFR  0.617381  0.145427  0.300979  0.144734  0.310242  0.634033  0.112082  1.15213  0.762679  0.327338  0.303092  
CSPS-CFR  0.552836  0.420291  0.946141  0.0847007  0.517529  0.993208  0.550546  1.13605  0.325352  0.30949  1.15716  
CFPS-CFR  0.694581  -0.150022  0.936352  0.136157  0.345082  0.0142654  0.00227619  0.685052  0.622348  0.389052  0.283964  
CFPS-CFR_EX+IN  0.635919  0.567185  0.340863  0.245092  0.39558  0.236173  0.191388  0.165596  0.332  0.36141  0.500215  
TIPS-CFR_EX+IN  0.682982  0.685222  0.356223  0.138236  0.416654  0.406  0.21941  0.284113  0.330689  0.556639  0.44422  
BEHAV-CFR  0.395832  0.442838  0.63462  -0.0360482  0.715434  0.322943  0.0604644  0.333862  0.459185  0.287114  0.319492  
t = 12
